Variable,MAE,RMSE,R2,MAPE
QV1_AI01,0.00011541270557369203,0.0001578447784095093,0.9733318059041888,4.043405541384422
QV2_AI02,0.02002053267391968,0.026519336612374284,0.8990253688195408,7.597947986343559
SV1_FI05,254.54215201870798,371.6941081067972,0.9546344125880393,0.4285084582610863
SV2_FI06,119.46848103089138,174.62279393460184,0.9558620743011036,0.5169587404925675
SV3_TI06,0.17388330298185536,0.3019395061683805,0.9460272943054565,0.4114846537162136
SV4_TI01,0.1503845072452525,0.1955797407971964,0.8121895647073305,0.44311277949239564
SV5_PI06,0.03591762477969334,0.05563648571049849,0.9631756118169825,0.1998004310465782
SV6_AT02,0.02108720580368577,0.0274592104754213,0.8567847997564866,3.620258597659129
SV7_TI02,0.17421823276467538,0.23453094312137795,0.9484243505170207,0.4628775507024679
SV8_TI03,0.01875479071747716,0.02535934331428435,0.8844985084377088,0.06474728731674394
SV9_FT04,37.812897306587516,54.747973110432284,0.9426179478076931,30696010800.42484
SV10_TI04,0.017136138737574753,0.028314691618089565,0.6810822588670433,0.06884916183020884
SV11_TI05,0.2437246021350999,0.362696055279579,0.9269618311890686,0.5833394523856877
SV12_TI07,0.10027823707327538,0.14587119096821521,0.9724697662359985,0.3436848618959005
SV13_FIC02,121.44413759829337,176.96352111897374,0.9569521067346514,0.5897606207424697
SV14_TI08,0.026229118795228573,0.038101337290522494,0.8995102443236171,0.092245674465537
SV15_TIC12,0.05367116125814218,0.0880106770493313,0.6570051335626763,0.16511279300156026
SV16_TI09,0.027567673456538114,0.04636810885762171,0.7272055890819856,0.11232929865559182
SV17_PI04,0.007934002771215308,0.01335419277596278,0.7256404993015211,0.06910155095668509
SV18_PIC03,0.007976604773547051,0.01339300348276562,0.7240434639205341,0.06947274683255902
SV19_TI10,0.027616378746219642,0.04644562679906178,0.7262927143515264,0.1125295151708149
SV20_PI05,0.036239004355250105,0.05593986284000808,0.9627729215409326,0.20158183064925045
SV21_TI11,0.16498242377198774,0.230795847797147,0.971121381196868,0.3011841246027857
SV22_PIC02,0.0050082140018494195,0.008237336061037175,0.6716086789230015,0.04324365260706934
SV23_FIC01,464.49286379523136,623.2839774922923,0.9891015587127419,0.5404417450136512
SV24_FIC02,3947.784883192341,6417.987195644063,0.8345784099776361,191.05707354359345
