epoch,train_loss,val_loss,epoch_time_sec,cumulative_time_sec
1,0.6699558221376859,0.5724642872810364,11.589657545089722,11.589657545089722
2,0.5155365306597489,0.49472132325172424,11.150693416595459,22.74035096168518
3,0.46383029451737035,0.44797319173812866,11.380537748336792,34.12088871002197
4,0.42635940129940325,0.41392895579338074,10.897239208221436,45.01812791824341
5,0.3962623316508073,0.3841734826564789,10.210180044174194,55.2283079624176
6,0.3728872308364281,0.3628879487514496,11.235360145568848,66.46366810798645
7,0.35341952168024504,0.34464338421821594,11.236775875091553,77.700443983078
8,0.3384031240756695,0.32599684596061707,11.453500986099243,89.15394496917725
9,0.32472241383332473,0.314605176448822,11.388397455215454,100.5423424243927
10,0.312783060165552,0.296951562166214,18.150052547454834,118.69239497184753
11,0.3028909288919889,0.28972798585891724,19.839110851287842,138.53150582313538
12,0.2920804780263167,0.2848108410835266,19.518193244934082,158.04969906806946
13,0.2826788058647743,0.265592485666275,19.554463624954224,177.60416269302368
14,0.27504905370565563,0.2564524710178375,19.696649074554443,197.30081176757812
15,0.267882370031797,0.2526072561740875,19.502249002456665,216.8030607700348
16,0.2638870065028851,0.24014942348003387,17.151984930038452,233.95504570007324
17,0.264286695764615,0.24358637630939484,10.85495662689209,244.81000232696533
18,0.26407213852955747,0.26570719480514526,11.143895387649536,255.95389771461487
19,0.26593512525925267,0.24755902588367462,11.090688943862915,267.0445866584778
20,0.26457836536260754,0.27721142768859863,11.34656310081482,278.3911497592926
21,0.2804009455900926,0.27114394307136536,11.121800184249878,289.5129499435425
22,0.2774687776198754,0.2579244077205658,18.94574284553528,308.45869278907776
23,0.26410765372789824,0.2685186564922333,19.598769187927246,328.057461977005
24,0.2601562967667213,0.26841607689857483,19.64165997505188,347.6991219520569
25,0.2547092896241408,0.24619075655937195,19.54840588569641,367.2475278377533
26,0.24710744619369507,0.2297580987215042,19.591386318206787,386.8389141559601
27,0.24187117585769066,0.2295062094926834,19.593137741088867,406.43205189704895
28,0.23990369874697465,0.21432824432849884,19.624608516693115,426.05666041374207
29,0.23514321446418762,0.21289654076099396,19.674927234649658,445.7315876483917
30,0.23915123022519624,0.24006475508213043,18.990654230117798,464.7222418785095
31,0.259418153992066,0.25325408577919006,10.493484735488892,475.2157266139984
32,0.2625243572088388,0.25325626134872437,11.652546167373657,486.86827278137207
33,0.2524251983715938,0.24941635131835938,11.8951997756958,498.76347255706787
34,0.2458058916605436,0.24296127259731293,19.52867102622986,518.2921435832977
35,0.24677687310255492,0.238536074757576,19.55215072631836,537.8442943096161
36,0.2464170753955841,0.23563019931316376,19.665653944015503,557.5099482536316
37,0.2446805857695066,0.22686325013637543,19.614525318145752,577.1244735717773
38,0.23884324844066912,0.2186535894870758,19.514161825180054,596.6386353969574
39,0.23300457229981056,0.2115662842988968,19.344660758972168,615.9832961559296
40,0.22977489118392652,0.216524139046669,19.377246141433716,635.3605422973633
41,0.23034402269583482,0.22141802310943604,19.4292573928833,654.7897996902466
42,0.2302336303087381,0.21140316128730774,19.469669103622437,674.259468793869
43,0.22955185289566332,0.20797418057918549,19.472548484802246,693.7320172786713
44,0.2266124154512699,0.20780858397483826,19.56244993209839,713.2944672107697
45,0.2242922530724452,0.20828087627887726,19.440028190612793,732.7344954013824
46,0.2202913359953807,0.20817126333713531,19.634470224380493,752.3689656257629
47,0.2172781561429684,0.20782095193862915,19.58035945892334,771.9493250846863
48,0.2140834629535675,0.2056075781583786,19.504194021224976,791.4535191059113
49,0.21436154040006491,0.20276404917240143,19.87614345550537,811.3296625614166
50,0.2183600400502865,0.20620374381542206,19.803296327590942,831.1329588890076
51,0.2240092891913194,0.2069869041442871,19.812658548355103,850.9456174373627
52,0.22486243339685294,0.2077322155237198,19.508455991744995,870.4540734291077
53,0.22178286084761986,0.2065736949443817,19.548998832702637,890.0030722618103
54,0.21816023725729722,0.20627090334892273,19.31018042564392,909.3132526874542
55,0.21659922714416796,0.20481173694133759,19.227262258529663,928.5405149459839
56,0.2126391174701544,0.19707222282886505,19.708898305892944,948.2494132518768
57,0.20910378602834848,0.19211818277835846,19.56873345375061,967.8181467056274
58,0.20608980724444756,0.19139409065246582,19.482144594192505,987.30029129982
59,0.2068912237882614,0.19270263612270355,19.605232000350952,1006.9055233001709
60,0.2059250336426955,0.19616834819316864,19.542487382888794,1026.4480106830597
61,0.20198208208267504,0.19148583710193634,19.591809034347534,1046.0398197174072
62,0.19664512001551115,0.18326117098331451,19.601507663726807,1065.641327381134
63,0.19409095553251413,0.1823398619890213,19.546363353729248,1085.1876907348633
64,0.19359221366735604,0.19067984819412231,19.668189764022827,1104.855880498886
65,0.19613392077959502,0.18850170075893402,19.578181982040405,1124.4340624809265
66,0.20826196785156542,0.19597598910331726,19.824116945266724,1144.2581794261932
67,0.21637922754654518,0.1934574842453003,19.622026205062866,1163.880205631256
68,0.2123980040733631,0.1881391555070877,19.797817945480347,1183.6780235767365
69,0.20989930171232957,0.190629243850708,19.594346284866333,1203.2723698616028
70,0.21855974999757913,0.20489881932735443,19.550987005233765,1222.8233568668365
71,0.21960831376222464,0.21713294088840485,19.477173328399658,1242.3005301952362
72,0.2151543704363016,0.19988258183002472,19.274194955825806,1261.574725151062
73,0.2117433651135518,0.19657792150974274,19.401610612869263,1280.9763357639313
74,0.21110294186151946,0.20647722482681274,19.540910482406616,1300.517246246338
75,0.21461953222751617,0.2088063657283783,20.146233081817627,1320.6634793281555
76,0.21326211094856262,0.21751126646995544,23.216856956481934,1343.8803362846375
77,0.21335112016934615,0.2103576362133026,23.267838716506958,1367.1481750011444
78,0.21267073085674873,0.20359551906585693,23.22249674797058,1390.370671749115
79,0.2128479927778244,0.19006410241127014,23.468159198760986,1413.838830947876
80,0.21119567637260145,0.19885022938251495,22.246435403823853,1436.0852663516998
81,0.2075215085194661,0.2031007558107376,23.38369870185852,1459.4689650535583
82,0.20757137009730706,0.2170330286026001,23.08807373046875,1482.557038784027
83,0.20818765461444855,0.1951509267091751,23.34445571899414,1505.9014945030212
84,0.20659554807039407,0.19001981616020203,23.29178786277771,1529.193282365799
85,0.20716318029623765,0.20090919733047485,23.11907696723938,1552.3123593330383
86,0.2049525517683763,0.20373854041099548,23.28236961364746,1575.5947289466858
87,0.2050959742986239,0.1958073526620865,23.412681579589844,1599.0074105262756
88,0.2028633699967311,0.19158077239990234,23.38216257095337,1622.389573097229
89,0.20167523278639868,0.19495797157287598,23.368160724639893,1645.757733821869
90,0.20035189046309546,0.1936820149421692,23.47610592842102,1669.23383975029
91,0.1986020287642112,0.18920791149139404,23.2923367023468,1692.5261764526367
92,0.19602119349516356,0.19103868305683136,23.253916263580322,1715.780092716217
93,0.19213597591106707,0.18419648706912994,23.48176598548889,1739.261858701706
94,0.18957558503517738,0.18285851180553436,23.349903106689453,1762.6117618083954
95,0.18983572377608374,0.18148893117904663,23.37299108505249,1785.9847528934479
96,0.1875972071519265,0.18256023526191711,23.33700919151306,1809.321762084961
97,0.1850732404452104,0.18290142714977264,23.52852749824524,1832.8502895832062
98,0.18436257541179657,0.18016326427459717,23.465528964996338,1856.3158185482025
99,0.18446974227061638,0.1793874204158783,23.480134963989258,1879.7959535121918
100,0.18367550923274115,0.17469020187854767,23.52331233024597,1903.3192658424377
101,0.18392575474885794,0.17632201313972473,23.1197772026062,1926.439043045044
102,0.18408129306939933,0.17518872022628784,22.942853927612305,1949.3818969726562
103,0.18338332382532266,0.1785254180431366,23.018210411071777,1972.400107383728
104,0.18335328881557172,0.18316785991191864,23.171030521392822,1995.5711379051208
105,0.18386370402116042,0.18108680844306946,23.03734540939331,2018.6084833145142
